Date,Currency,Exchange
12-01-19,CAD,1.3307
12-01-19,AUD,1.4777
12-01-19,EUR,0.9106
12-01-19,GBP,0.776
12-02-19,USD,1
12-02-19,CAD,1.3296
12-02-19,AUD,1.4733
12-02-19,EUR,0.9072
12-02-19,GBP,0.7731
12-03-19,USD,1
12-03-19,CAD,1.332
12-03-19,AUD,1.462
12-03-19,EUR,0.9033
12-03-19,GBP,0.7696
12-04-19,USD,1
12-04-19,CAD,1.3272
12-04-19,AUD,1.4622
12-04-19,EUR,0.9024
12-04-19,GBP,0.7636
12-05-19,USD,1
12-05-19,CAD,1.3169
12-05-19,AUD,1.4648
12-05-19,EUR,0.9014
12-05-19,GBP,0.7614
12-06-19,USD,1
12-06-19,CAD,1.3176
12-06-19,AUD,1.4593
12-06-19,EUR,0.9014
12-06-19,GBP,0.7612
12-07-19,USD,1
12-07-19,CAD,1.3176
12-07-19,AUD,1.4593
12-07-19,EUR,0.9014
12-07-19,GBP,0.7612
12-08-19,USD,1
12-08-19,CAD,1.3176
12-08-19,AUD,1.4593
12-08-19,EUR,0.9014
12-08-19,GBP,0.7612
12-09-19,USD,1
12-09-19,CAD,1.3251
12-09-19,AUD,1.4653
12-09-19,EUR,0.9029
12-09-19,GBP,0.7602
12-10-19,USD,1
12-10-19,CAD,1.324
12-10-19,AUD,1.4693
12-10-19,EUR,0.9028
12-10-19,GBP,0.759
12-11-19,USD,1
12-11-19,CAD,1.3238
12-11-19,AUD,1.4622
12-11-19,EUR,0.9029
12-11-19,GBP,0.7607
12-12-19,USD,1
12-12-19,CAD,1.3178
12-12-19,AUD,1.4515
12-12-19,EUR,0.8979
12-12-19,GBP,0.7593
12/13/2019,USD,1
12/13/2019,CAD,1.3166
12/13/2019,AUD,1.4461
12/13/2019,EUR,0.8949
12/13/2019,GBP,0.7473
12/14/2019,USD,1
12/14/2019,CAD,1.3166
12/14/2019,AUD,1.4461
12/14/2019,EUR,0.8949
12/14/2019,GBP,0.7473
12/15/2019,USD,1
12/15/2019,CAD,1.3166
12/15/2019,AUD,1.4461
12/15/2019,EUR,0.8949
12/15/2019,GBP,0.7473
12/16/2019,USD,1
12/16/2019,CAD,1.3118
12/16/2019,AUD,1.4514
12/16/2019,EUR,0.8972
12/16/2019,GBP,0.7484
12/17/2019,USD,1
12/17/2019,CAD,1.3161
12/17/2019,AUD,1.4598
12/17/2019,EUR,0.8959
12/17/2019,GBP,0.7593
12/18/2019,USD,1
12/18/2019,CAD,1.3157
12/18/2019,AUD,1.4599
12/18/2019,EUR,0.8997
12/18/2019,GBP,0.7652
12/19/2019,USD,1
12/19/2019,CAD,1.3122
12/19/2019,AUD,1.4561
12/19/2019,EUR,0.8995
12/19/2019,GBP,0.7653
12/20/2019,USD,1
12/20/2019,CAD,1.3138
12/20/2019,AUD,1.4498
12/20/2019,EUR,0.9011
12/20/2019,GBP,0.7672
12/21/2019,USD,1
12/21/2019,CAD,1.3138
12/21/2019,AUD,1.4498
12/21/2019,EUR,0.9011
12/21/2019,GBP,0.7672
12/22/2019,USD,1
12/22/2019,CAD,1.3138
12/22/2019,AUD,1.4498
12/22/2019,EUR,0.9011
12/22/2019,GBP,0.7672
12/23/2019,USD,1
12/23/2019,CAD,1.3162
12/23/2019,AUD,1.4454
12/23/2019,EUR,0.9029
12/23/2019,GBP,0.7739
12/24/2019,USD,1
12/24/2019,CAD,1.3161
12/24/2019,AUD,1.4458
12/24/2019,EUR,0.9025
12/24/2019,GBP,0.772
12/25/2019,USD,1
12/25/2019,CAD,1.3161
12/25/2019,AUD,1.4458
12/25/2019,EUR,0.9025
12/25/2019,GBP,0.772
12/26/2019,USD,1
12/26/2019,CAD,1.3161
12/26/2019,AUD,1.4458
12/26/2019,EUR,0.9025
12/26/2019,GBP,0.772
12/27/2019,USD,1
12/27/2019,CAD,1.3083
12/27/2019,AUD,1.4342
12/27/2019,EUR,0.8966
12/27/2019,GBP,0.7633
12/28/2019,USD,1
12/28/2019,CAD,1.3083
12/28/2019,AUD,1.4342
12/28/2019,EUR,0.8966
12/28/2019,GBP,0.7633
12/29/2019,USD,1
12/29/2019,CAD,1.3083
12/29/2019,AUD,1.4342
12/29/2019,EUR,0.8966
12/29/2019,GBP,0.7633
12/30/2019,USD,1
12/30/2019,CAD,1.3067
12/30/2019,AUD,1.4293
12/30/2019,EUR,0.8937
12/30/2019,GBP,0.7615
12/31/2019,USD,1
12/31/2019,CAD,1.2994
12/31/2019,AUD,1.4238
12/31/2019,EUR,0.8902
12/31/2019,GBP,0.7573
01-01-20,USD,1
01-01-20,CAD,1.2994
01-01-20,AUD,1.4238
01-01-20,EUR,0.8902
01-01-20,GBP,0.7573
01-02-20,USD,1
01-02-20,CAD,1.2998
01-02-20,AUD,1.43
01-02-20,EUR,0.8934
01-02-20,GBP,0.7579
01-03-20,USD,1
01-03-20,CAD,1.2982
01-03-20,AUD,1.4381
01-03-20,EUR,0.8971
01-03-20,GBP,0.7636
01-04-20,USD,1
01-04-20,CAD,1.2982
01-04-20,AUD,1.4381
01-04-20,EUR,0.8971
01-04-20,GBP,0.7636
01-05-20,USD,1
01-05-20,CAD,1.2982
01-05-20,AUD,1.4381
01-05-20,EUR,0.8971
01-05-20,GBP,0.7636
01-06-20,USD,1
01-06-20,CAD,1.2976
01-06-20,AUD,1.44
01-06-20,EUR,0.8933
01-06-20,GBP,0.7613
01-07-20,USD,1
01-07-20,CAD,1.2997
01-07-20,AUD,1.4546
01-07-20,EUR,0.8951
01-07-20,GBP,0.7625
01-08-20,USD,1
01-08-20,CAD,1.3018
01-08-20,AUD,1.457
01-08-20,EUR,0.8997
01-08-20,GBP,0.7635
01-09-20,USD,1
01-09-20,CAD,1.3056
01-09-20,AUD,1.4575
01-09-20,EUR,0.9001
01-09-20,GBP,0.7676
01-10-20,USD,1
01-10-20,CAD,1.3072
01-10-20,AUD,1.4545
01-10-20,EUR,0.9016
01-10-20,GBP,0.7647
01-11-20,USD,1
01-11-20,CAD,1.3072
01-11-20,AUD,1.4545
01-11-20,EUR,0.9016
01-11-20,GBP,0.7647
01-12-20,USD,1
01-12-20,CAD,1.3072
01-12-20,AUD,1.4545
01-12-20,EUR,0.9016
01-12-20,GBP,0.7647
1/13/2020,USD,1
1/13/2020,CAD,1.3045
1/13/2020,AUD,1.4486
1/13/2020,EUR,0.8988
1/13/2020,GBP,0.7708
1/14/2020,USD,1
1/14/2020,CAD,1.3071
1/14/2020,AUD,1.4494
1/14/2020,EUR,0.8997
1/14/2020,GBP,0.7703
1/15/2020,USD,1
1/15/2020,CAD,1.3072
1/15/2020,AUD,1.4529
1/15/2020,EUR,0.8975
1/15/2020,GBP,0.769
1/16/2020,USD,1
1/16/2020,CAD,1.3035
1/16/2020,AUD,1.4428
1/16/2020,EUR,0.8953
1/16/2020,GBP,0.7652
1/17/2020,USD,1
1/17/2020,CAD,1.3052
1/17/2020,AUD,1.4514
1/17/2020,EUR,0.9003
1/17/2020,GBP,0.7662
1/18/2020,USD,1
1/18/2020,CAD,1.3052
1/18/2020,AUD,1.4514
1/18/2020,EUR,0.9003
1/18/2020,GBP,0.7662
1/19/2020,USD,1
1/19/2020,CAD,1.3052
1/19/2020,AUD,1.4514
1/19/2020,EUR,0.9003
1/19/2020,GBP,0.7662
1/20/2020,USD,1
1/20/2020,CAD,1.3069
1/20/2020,AUD,1.4573
1/20/2020,EUR,0.9021
1/20/2020,GBP,0.7693
1/21/2020,USD,1
1/21/2020,CAD,1.3056
1/21/2020,AUD,1.4554
1/21/2020,EUR,0.8997
1/21/2020,GBP,0.765
1/22/2020,USD,1
1/22/2020,CAD,1.3046
1/22/2020,AUD,1.4596
1/22/2020,EUR,0.9019
1/22/2020,GBP,0.7616
1/23/2020,USD,1
1/23/2020,CAD,1.3163
1/23/2020,AUD,1.456
1/23/2020,EUR,0.9016
1/23/2020,GBP,0.7619
1/24/2020,USD,1
1/24/2020,CAD,1.3132
1/24/2020,AUD,1.4614
1/24/2020,EUR,0.9062
1/24/2020,GBP,0.7641
1/25/2020,USD,1
1/25/2020,CAD,1.3132
1/25/2020,AUD,1.4614
1/25/2020,EUR,0.9062
1/25/2020,GBP,0.7641
1/26/2020,USD,1
1/26/2020,CAD,1.3132
1/26/2020,AUD,1.4614
1/26/2020,EUR,0.9062
1/26/2020,GBP,0.7641
1/27/2020,USD,1
1/27/2020,CAD,1.3187
1/27/2020,AUD,1.4776
1/27/2020,EUR,0.907
1/27/2020,GBP,0.7652
1/28/2020,USD,1
1/28/2020,CAD,1.319
1/28/2020,AUD,1.4802
1/28/2020,EUR,0.9087
1/28/2020,GBP,0.7688
1/29/2020,USD,1
1/29/2020,CAD,1.3177
1/29/2020,AUD,1.4816
1/29/2020,EUR,0.909
1/29/2020,GBP,0.7688
1/30/2020,USD,1
1/30/2020,CAD,1.3217
1/30/2020,AUD,1.4881
1/30/2020,EUR,0.9067
1/30/2020,GBP,0.7633
1/31/2020,USD,1
1/31/2020,CAD,1.3235
1/31/2020,AUD,1.4924
1/31/2020,EUR,0.9048
1/31/2020,GBP,0.7616
02-01-20,USD,1
02-01-20,CAD,1.3235
02-01-20,AUD,1.4924
02-01-20,EUR,0.9048
02-01-20,GBP,0.7616
02-02-20,USD,1
02-02-20,CAD,1.3235
02-02-20,AUD,1.4924
02-02-20,EUR,0.9048
02-02-20,GBP,0.7616
02-03-20,USD,1
02-03-20,CAD,1.3236
02-03-20,AUD,1.493
02-03-20,EUR,0.9037
02-03-20,GBP,0.7661
02-04-20,USD,1
02-04-20,CAD,1.3279
02-04-20,AUD,1.488
02-04-20,EUR,0.9051
02-04-20,GBP,0.7683
02-05-20,USD,1
02-05-20,CAD,1.3285
02-05-20,AUD,1.4786
02-05-20,EUR,0.9072
02-05-20,GBP,0.7661
02-06-20,USD,1
02-06-20,CAD,1.3278
02-06-20,AUD,1.4798
02-06-20,EUR,0.9088
02-06-20,GBP,0.771
02-07-20,USD,1
02-07-20,CAD,1.3314
02-07-20,AUD,1.4967
02-07-20,EUR,0.9117
02-07-20,GBP,0.7724
02-08-20,USD,1
02-08-20,CAD,1.3314
02-08-20,AUD,1.4967
02-08-20,EUR,0.9117
02-08-20,GBP,0.7724
02-09-20,USD,1
02-09-20,CAD,1.3314
02-09-20,AUD,1.4967
02-09-20,EUR,0.9117
02-09-20,GBP,0.7724
02-10-20,USD,1
02-10-20,CAD,1.3314
02-10-20,AUD,1.4951
02-10-20,EUR,0.9132
02-10-20,GBP,0.7728
02-11-20,USD,1
02-11-20,CAD,1.3297
02-11-20,AUD,1.4916
02-11-20,EUR,0.9173
02-11-20,GBP,0.7736
02-12-20,USD,1
02-12-20,CAD,1.3256
02-12-20,AUD,1.482
02-12-20,EUR,0.9163
02-12-20,GBP,0.7702
2/13/2020,USD,1
2/13/2020,CAD,1.3257
2/13/2020,AUD,1.485
2/13/2020,EUR,0.9202
2/13/2020,GBP,0.7672
2/14/2020,USD,1
2/14/2020,CAD,1.3248
2/14/2020,AUD,1.4897
2/14/2020,EUR,0.9223
2/14/2020,GBP,0.7675
2/15/2020,USD,1
2/15/2020,CAD,1.3248
2/15/2020,AUD,1.4897
2/15/2020,EUR,0.9223
2/15/2020,GBP,0.7675
2/16/2020,USD,1
2/16/2020,CAD,1.3248
2/16/2020,AUD,1.4897
2/16/2020,EUR,0.9223
2/16/2020,GBP,0.7675
2/17/2020,USD,1
2/17/2020,CAD,1.3229
2/17/2020,AUD,1.4886
2/17/2020,EUR,0.9229
2/17/2020,GBP,0.7682
2/18/2020,USD,1
2/18/2020,CAD,1.3263
2/18/2020,AUD,1.4973
2/18/2020,EUR,0.9246
2/18/2020,GBP,0.7672
2/19/2020,USD,1
2/19/2020,CAD,1.3223
2/19/2020,AUD,1.4946
2/19/2020,EUR,0.9259
2/19/2020,GBP,0.7699
2/20/2020,USD,1
2/20/2020,CAD,1.3257
2/20/2020,AUD,1.5101
2/20/2020,EUR,0.9268
2/20/2020,GBP,0.777
2/21/2020,USD,1
2/21/2020,CAD,1.3258
2/21/2020,AUD,1.515
2/21/2020,EUR,0.9258
2/21/2020,GBP,0.7732
2/22/2020,USD,1
2/22/2020,CAD,1.3258
2/22/2020,AUD,1.515
2/22/2020,EUR,0.9258
2/22/2020,GBP,0.7732
2/23/2020,USD,1
2/23/2020,CAD,1.3258
2/23/2020,AUD,1.515
2/23/2020,EUR,0.9258
2/23/2020,GBP,0.7732
2/24/2020,USD,1
2/24/2020,CAD,1.3285
2/24/2020,AUD,1.5145
2/24/2020,EUR,0.9244
2/24/2020,GBP,0.7749
2/25/2020,USD,1
2/25/2020,CAD,1.3287
2/25/2020,AUD,1.5168
2/25/2020,EUR,0.9225
2/25/2020,GBP,0.7715
2/26/2020,USD,1
2/26/2020,CAD,1.3305
2/26/2020,AUD,1.5232
2/26/2020,EUR,0.9195
2/26/2020,GBP,0.7738
2/27/2020,USD,1
2/27/2020,CAD,1.3349
2/27/2020,AUD,1.5206
2/27/2020,EUR,0.9121
2/27/2020,GBP,0.7752
2/28/2020,USD,1
2/28/2020,CAD,1.3444
2/28/2020,AUD,1.5373
2/28/2020,EUR,0.911
2/28/2020,GBP,0.7772
2/29/2020,USD,1
2/29/2020,CAD,1.3444
2/29/2020,AUD,1.5373
2/29/2020,EUR,0.911
2/29/2020,GBP,0.7772
03-01-20,USD,1
03-01-20,CAD,1.3444
03-01-20,AUD,1.5373
03-01-20,EUR,0.911
03-01-20,GBP,0.7772
03-02-20,USD,1
03-02-20,CAD,1.3358
03-02-20,AUD,1.5283
03-02-20,EUR,0.8991
03-02-20,GBP,0.7832
03-03-20,USD,1
03-03-20,CAD,1.3364
03-03-20,AUD,1.5212
03-03-20,EUR,0.8995
03-03-20,GBP,0.7827
03-04-20,USD,1
03-04-20,CAD,1.3359
03-04-20,AUD,1.5096
03-04-20,EUR,0.8989
03-04-20,GBP,0.7807
03-05-20,USD,1
03-05-20,CAD,1.3427
03-05-20,AUD,1.5122
03-05-20,EUR,0.8939
03-05-20,GBP,0.7747
03-06-20,USD,1
03-06-20,CAD,1.342
03-06-20,AUD,1.5087
03-06-20,EUR,0.8821
03-06-20,GBP,0.7689
03-07-20,USD,1
03-07-20,CAD,1.342
03-07-20,AUD,1.5087
03-07-20,EUR,0.8821
03-07-20,GBP,0.7689
03-08-20,USD,1
03-08-20,CAD,1.342
03-08-20,AUD,1.5087
03-08-20,EUR,0.8821
03-08-20,GBP,0.7689
03-09-20,USD,1
03-09-20,CAD,1.3629
03-09-20,AUD,1.5127
03-09-20,EUR,0.8729
03-09-20,GBP,0.7628
03-10-20,USD,1
03-10-20,CAD,1.3678
03-10-20,AUD,1.5256
03-10-20,EUR,0.878
03-10-20,GBP,0.7672
03-11-20,USD,1
03-11-20,CAD,1.3743
03-11-20,AUD,1.534
03-11-20,EUR,0.8821
03-11-20,GBP,0.7736
03-12-20,USD,1
03-12-20,CAD,1.3811
03-12-20,AUD,1.5724
03-12-20,EUR,0.8897
03-12-20,GBP,0.7885
3/13/2020,USD,1
3/13/2020,CAD,1.3859
3/13/2020,AUD,1.5926
3/13/2020,EUR,0.9006
3/13/2020,GBP,0.8021
3/14/2020,USD,1
3/14/2020,CAD,1.3859
3/14/2020,AUD,1.5926
3/14/2020,EUR,0.9006
3/14/2020,GBP,0.8021
3/15/2020,USD,1
3/15/2020,CAD,1.3859
3/15/2020,AUD,1.5926
3/15/2020,EUR,0.9006
3/15/2020,GBP,0.8021
3/16/2020,USD,1
3/16/2020,CAD,1.3928
3/16/2020,AUD,1.6311
3/16/2020,EUR,0.8963
3/16/2020,GBP,0.8149
3/17/2020,USD,1
3/17/2020,CAD,1.4125
3/17/2020,AUD,1.6652
3/17/2020,EUR,0.9106
3/17/2020,GBP,0.827
3/18/2020,USD,1
3/18/2020,CAD,1.4404
3/18/2020,AUD,1.6982
3/18/2020,EUR,0.9146
3/18/2020,GBP,0.8431
3/19/2020,USD,1
3/19/2020,CAD,1.4464
3/19/2020,AUD,1.7253
3/19/2020,EUR,0.9258
3/19/2020,GBP,0.8609
3/20/2020,USD,1
3/20/2020,CAD,1.425
3/20/2020,AUD,1.7023
3/20/2020,EUR,0.934
3/20/2020,GBP,0.8502
3/21/2020,USD,1
3/21/2020,CAD,1.425
3/21/2020,AUD,1.7023
3/21/2020,EUR,0.934
3/21/2020,GBP,0.8502
3/22/2020,USD,1
3/22/2020,CAD,1.425
3/22/2020,AUD,1.7023
3/22/2020,EUR,0.934
3/22/2020,GBP,0.8502
3/23/2020,USD,1
3/23/2020,CAD,1.4384
3/23/2020,AUD,1.7236
3/23/2020,EUR,0.9274
3/23/2020,GBP,0.8622
3/24/2020,USD,1
3/24/2020,CAD,1.4494
3/24/2020,AUD,1.6891
3/24/2020,EUR,0.9223
3/24/2020,GBP,0.8494
3/25/2020,USD,1
3/25/2020,CAD,1.4352
3/25/2020,AUD,1.6619
3/25/2020,EUR,0.9236
3/25/2020,GBP,0.8451
3/26/2020,USD,1
3/26/2020,CAD,1.4084
3/26/2020,AUD,1.6539
3/26/2020,EUR,0.9107
3/26/2020,GBP,0.8319
3/27/2020,USD,1
3/27/2020,CAD,1.414
3/27/2020,AUD,1.6588
3/27/2020,EUR,0.911
3/27/2020,GBP,0.8176
3/28/2020,USD,1
3/28/2020,CAD,1.414
3/28/2020,AUD,1.6588
3/28/2020,EUR,0.911
3/28/2020,GBP,0.8176
3/29/2020,USD,1
3/29/2020,CAD,1.414
3/29/2020,AUD,1.6588
3/29/2020,EUR,0.911
3/29/2020,GBP,0.8176
3/30/2020,USD,1
3/30/2020,CAD,1.4162
3/30/2020,AUD,1.6332
3/30/2020,EUR,0.9063
3/30/2020,GBP,0.8057
3/31/2020,USD,1
3/31/2020,CAD,1.4254
3/31/2020,AUD,1.6399
3/31/2020,EUR,0.9127
3/31/2020,GBP,0.8091
04-01-20,USD,1
04-01-20,CAD,1.4266
04-01-20,AUD,1.6508
04-01-20,EUR,0.9144
04-01-20,GBP,0.8089
04-02-20,USD,1
04-02-20,CAD,1.4167
04-02-20,AUD,1.6477
04-02-20,EUR,0.9169
04-02-20,GBP,0.8045
04-03-20,USD,1
04-03-20,CAD,1.4185
04-03-20,AUD,1.6694
04-03-20,EUR,0.9272
04-03-20,GBP,0.8146
04-04-20,USD,1
04-04-20,CAD,1.4185
04-04-20,AUD,1.6694
04-04-20,EUR,0.9272
04-04-20,GBP,0.8146
04-05-20,USD,1
04-05-20,CAD,1.4185
04-05-20,AUD,1.6694
04-05-20,EUR,0.9272
04-05-20,GBP,0.8146
04-06-20,USD,1
04-06-20,CAD,1.416
04-06-20,AUD,1.6486
04-06-20,EUR,0.9267
04-06-20,GBP,0.8136
04-07-20,USD,1
04-07-20,CAD,1.4018
04-07-20,AUD,1.6149
04-07-20,EUR,0.9187
04-07-20,GBP,0.8093
04-08-20,USD,1
04-08-20,CAD,1.4013
04-08-20,AUD,1.6186
04-08-20,EUR,0.9199
04-08-20,GBP,0.809
04-09-20,USD,1
04-09-20,CAD,1.4047
04-09-20,AUD,1.6052
04-09-20,EUR,0.9202
04-09-20,GBP,0.8058
04-10-20,USD,1
04-10-20,CAD,1.4047
04-10-20,AUD,1.6052
04-10-20,EUR,0.9202
04-10-20,GBP,0.8058
04-11-20,USD,1
04-11-20,CAD,1.4047
04-11-20,AUD,1.6052
04-11-20,EUR,0.9202
04-11-20,GBP,0.8058
04-12-20,USD,1
04-12-20,CAD,1.4047
04-12-20,AUD,1.6052
04-12-20,EUR,0.9202
04-12-20,GBP,0.8058
4/13/2020,USD,1
4/13/2020,CAD,1.4047
4/13/2020,AUD,1.6052
4/13/2020,EUR,0.9202
4/13/2020,GBP,0.8058
4/14/2020,USD,1
4/14/2020,CAD,1.3917
4/14/2020,AUD,1.5633
4/14/2020,EUR,0.9122
4/14/2020,GBP,0.7959
4/15/2020,USD,1
4/15/2020,CAD,1.406
4/15/2020,AUD,1.5866
4/15/2020,EUR,0.9172
4/15/2020,GBP,0.8015
4/16/2020,USD,1
4/16/2020,CAD,1.4106
4/16/2020,AUD,1.5858
4/16/2020,EUR,0.9184
4/16/2020,GBP,0.8005
4/17/2020,USD,1
4/17/2020,CAD,1.407
4/17/2020,AUD,1.5735
4/17/2020,EUR,0.9208
4/17/2020,GBP,0.8009
4/18/2020,USD,1
4/18/2020,CAD,1.407
4/18/2020,AUD,1.5735
4/18/2020,EUR,0.9208
4/18/2020,GBP,0.8009
4/19/2020,USD,1
4/19/2020,CAD,1.407
4/19/2020,AUD,1.5735
4/19/2020,EUR,0.9208
4/19/2020,GBP,0.8009
4/20/2020,USD,1
4/20/2020,CAD,1.4111
4/20/2020,AUD,1.5732
4/20/2020,EUR,0.9208
4/20/2020,GBP,0.8043
4/21/2020,USD,1
4/21/2020,CAD,1.4204
4/21/2020,AUD,1.5932
4/21/2020,EUR,0.9228
4/21/2020,GBP,0.8131
4/22/2020,USD,1
4/22/2020,CAD,1.4148
4/22/2020,AUD,1.5827
4/22/2020,EUR,0.9202
4/22/2020,GBP,0.8091
4/23/2020,USD,1
4/23/2020,CAD,1.4135
4/23/2020,AUD,1.5706
4/23/2020,EUR,0.9283
4/23/2020,GBP,0.8095
4/24/2020,USD,1
4/24/2020,CAD,1.4049
4/24/2020,AUD,1.5688
4/24/2020,EUR,0.9259
4/24/2020,GBP,0.8102
4/25/2020,USD,1
4/25/2020,CAD,1.4049
4/25/2020,AUD,1.5688
4/25/2020,EUR,0.9259
4/25/2020,GBP,0.8102
4/26/2020,USD,1
4/26/2020,CAD,1.4049
4/26/2020,AUD,1.5688
4/26/2020,EUR,0.9259
4/26/2020,GBP,0.8102
4/27/2020,USD,1
4/27/2020,CAD,1.4057
4/27/2020,AUD,1.5476
4/27/2020,EUR,0.9215
4/27/2020,GBP,0.8041
4/28/2020,USD,1
4/28/2020,CAD,1.3955
4/28/2020,AUD,1.5385
4/28/2020,EUR,0.9194
4/28/2020,GBP,0.8006
4/29/2020,USD,1
4/29/2020,CAD,1.3954
4/29/2020,AUD,1.5362
4/29/2020,EUR,0.9223
4/29/2020,GBP,0.8059
4/30/2020,USD,1
4/30/2020,CAD,1.3863
4/30/2020,AUD,1.5261
4/30/2020,EUR,0.9195
4/30/2020,GBP,0.7991
05-01-20,USD,1
05-01-20,CAD,1.3863
05-01-20,AUD,1.5261
05-01-20,EUR,0.9195
05-01-20,GBP,0.7991
05-02-20,USD,1
05-02-20,CAD,1.3863
05-02-20,AUD,1.5261
05-02-20,EUR,0.9195
05-02-20,GBP,0.7991
05-03-20,USD,1
05-03-20,CAD,1.3863
05-03-20,AUD,1.5261
05-03-20,EUR,0.9195
05-03-20,GBP,0.7991
05-04-20,USD,1
05-04-20,CAD,1.4065
05-04-20,AUD,1.5557
05-04-20,EUR,0.9139
05-04-20,GBP,0.8033
05-05-20,USD,1
05-05-20,CAD,1.4019
05-05-20,AUD,1.5517
05-05-20,EUR,0.9223
05-05-20,GBP,0.8029
05-06-20,USD,1
05-06-20,CAD,1.4088
05-06-20,AUD,1.5773
05-06-20,EUR,0.9253
05-06-20,GBP,0.8074
05-07-20,USD,1
05-07-20,CAD,1.4075
05-07-20,AUD,1.5491
05-07-20,EUR,0.9274
05-07-20,GBP,0.8113
05-08-20,USD,1
05-08-20,CAD,1.3943
05-08-20,AUD,1.5321
05-08-20,EUR,0.9223
05-08-20,GBP,0.8073
05-09-20,USD,1
05-09-20,CAD,1.3943
05-09-20,AUD,1.5321
05-09-20,EUR,0.9223
05-09-20,GBP,0.8073
05-10-20,USD,1
05-10-20,CAD,1.3943
05-10-20,AUD,1.5321
05-10-20,EUR,0.9223
05-10-20,GBP,0.8073
05-11-20,USD,1
05-11-20,CAD,1.3984
05-11-20,AUD,1.5437
05-11-20,EUR,0.9239
05-11-20,GBP,0.8119
05-12-20,USD,1
05-12-20,CAD,1.3979
05-12-20,AUD,1.5311
05-12-20,EUR,0.921
05-12-20,GBP,0.8084
5/13/2020,USD,1
5/13/2020,CAD,1.4017
5/13/2020,AUD,1.5344
5/13/2020,EUR,0.9195
5/13/2020,GBP,0.8114
5/14/2020,USD,1
5/14/2020,CAD,1.4107
5/14/2020,AUD,1.5572
5/14/2020,EUR,0.9266
5/14/2020,GBP,0.82
5/15/2020,USD,1
5/15/2020,CAD,1.4105
5/15/2020,AUD,1.5563
5/15/2020,EUR,0.9261
5/15/2020,GBP,0.8218
5/16/2020,USD,1
5/16/2020,CAD,1.4105
5/16/2020,AUD,1.5563
5/16/2020,EUR,0.9261
5/16/2020,GBP,0.8218
5/17/2020,USD,1
5/17/2020,CAD,1.4105
5/17/2020,AUD,1.5563
5/17/2020,EUR,0.9261
5/17/2020,GBP,0.8218
5/18/2020,USD,1
5/18/2020,CAD,1.4034
5/18/2020,AUD,1.5451
5/18/2020,EUR,0.9232
5/18/2020,GBP,0.8231
5/19/2020,USD,1
5/19/2020,CAD,1.3928
5/19/2020,AUD,1.5298
5/19/2020,EUR,0.9132
5/19/2020,GBP,0.8177
5/20/2020,USD,1
5/20/2020,CAD,1.3881
5/20/2020,AUD,1.5197
5/20/2020,EUR,0.9126
5/20/2020,GBP,0.8155
5/21/2020,USD,1
5/21/2020,CAD,1.3918
5/21/2020,AUD,1.5191
5/21/2020,EUR,0.9091
5/21/2020,GBP,0.8177
5/22/2020,USD,1
5/22/2020,CAD,1.4007
5/22/2020,AUD,1.531
5/22/2020,EUR,0.9171
5/22/2020,GBP,0.8214
5/23/2020,USD,1
5/23/2020,CAD,1.4007
5/23/2020,AUD,1.531
5/23/2020,EUR,0.9171
5/23/2020,GBP,0.8214
5/24/2020,USD,1
5/24/2020,CAD,1.4007
5/24/2020,AUD,1.531
5/24/2020,EUR,0.9171
5/24/2020,GBP,0.8214
5/25/2020,USD,1
5/25/2020,CAD,1.3988
5/25/2020,AUD,1.5287
5/25/2020,EUR,0.9166
5/25/2020,GBP,0.8205
5/26/2020,USD,1
5/26/2020,CAD,1.3835
5/26/2020,AUD,1.507
5/26/2020,EUR,0.9112
5/26/2020,GBP,0.8098
5/27/2020,USD,1
5/27/2020,CAD,1.3762
5/27/2020,AUD,1.5071
5/27/2020,EUR,0.9098
5/27/2020,GBP,0.8152
5/28/2020,USD,1
5/28/2020,CAD,1.3757
5/28/2020,AUD,1.5091
5/28/2020,EUR,0.9078
5/28/2020,GBP,0.8145
5/29/2020,USD,1
5/29/2020,CAD,1.3721
5/29/2020,AUD,1.4979
5/29/2020,EUR,0.898
5/29/2020,GBP,0.809
5/30/2020,USD,1
5/30/2020,CAD,1.3721
5/30/2020,AUD,1.4979
5/30/2020,EUR,0.898
5/30/2020,GBP,0.809
5/31/2020,USD,1
5/31/2020,CAD,1.3721
5/31/2020,AUD,1.4979
5/31/2020,EUR,0.898
5/31/2020,GBP,0.809
06-01-20,USD,1
06-01-20,CAD,1.3699
06-01-20,AUD,1.4833
06-01-20,EUR,0.8996
06-01-20,GBP,0.8067
06-02-20,USD,1
06-02-20,CAD,1.3519
06-02-20,AUD,1.4596
06-02-20,EUR,0.8949
06-02-20,GBP,0.7972
06-03-20,USD,1
06-03-20,CAD,1.3555
06-03-20,AUD,1.4544
06-03-20,EUR,0.8933
06-03-20,GBP,0.7956
06-04-20,USD,1
06-04-20,CAD,1.3514
06-04-20,AUD,1.4468
06-04-20,EUR,0.8889
06-04-20,GBP,0.7972
06-05-20,USD,1
06-05-20,CAD,1.3448
06-05-20,AUD,1.4322
06-05-20,EUR,0.8826
06-05-20,GBP,0.7895
06-06-20,USD,1
06-06-20,CAD,1.3448
06-06-20,AUD,1.4322
06-06-20,EUR,0.8826
06-06-20,GBP,0.7895
06-07-20,USD,1
06-07-20,CAD,1.3448
06-07-20,AUD,1.4322
06-07-20,EUR,0.8826
06-07-20,GBP,0.7895
06-08-20,USD,1
